EventID,SportID,VenueID,Event,Year,Season
479,9,14,Gymnastics Women's Individual All-Around,1972,Summer
480,9,14,Gymnastics Women's Team All-Around,1972,Summer
481,9,14,Gymnastics Women's Floor Exercise,1972,Summer
482,9,14,Gymnastics Women's Horse Vault,1972,Summer
483,9,14,Gymnastics Women's Uneven Bars,1972,Summer
484,9,14,Gymnastics Women's Balance Beam,1972,Summer
485,23,10,Diving Women's Springboard,2008,Summer
486,23,2,Diving Women's Springboard,2012,Summer
487,23,2,Diving Women's Synchronized Springboard,2012,Summer
488,23,11,Diving Women's Springboard,2016,Summer
489,23,11,Diving Women's Synchronized Springboard,2016,Summer
490,9,10,Gymnastics Women's Individual All-Around,2008,Summer
491,9,10,Gymnastics Women's Team All-Around,2008,Summer
492,9,10,Gymnastics Women's Floor Exercise,2008,Summer
493,9,10,Gymnastics Women's Uneven Bars,2008,Summer
494,9,10,Gymnastics Women's Balance Beam,2008,Summer
495,5,7,"Athletics Women's 10,000 metres",2000,Summer
496,19,4,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1924,Summer
497,19,2,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1948,Summer
498,19,6,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1952,Summer
499,19,6,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1952,Summer
500,8,3,Sailing Mixed 7 metres,1920,Summer
501,2,2,Judo Women's Half-Middleweight,2012,Summer
502,5,10,Athletics Men's Decathlon,2008,Summer
503,5,11,Athletics Men's Decathlon,2016,Summer
504,9,18,Gymnastics Women's Individual All-Around,1960,Summer
505,9,18,Gymnastics Women's Floor Exercise,1960,Summer
506,9,18,Gymnastics Women's Horse Vault,1960,Summer
507,9,18,Gymnastics Women's Uneven Bars,1960,Summer
508,9,18,Gymnastics Women's Balance Beam,1960,Summer
509,16,4,Rowing Men's Coxed Eights,1900,Summer
510,16,23,Rowing Men's Coxed Eights,1904,Summer
511,5,8,Athletics Women's 4 x 100 metres Relay,1996,Summer
512,5,7,Athletics Men's Marathon,2000,Summer
513,5,11,Athletics Men's Marathon,2016,Summer
514,16,13,Rowing Men's Coxed Fours,1968,Summer
515,16,14,Rowing Men's Coxed Eights,1972,Summer
516,16,20,Rowing Men's Coxed Fours,1976,Summer
517,5,9,Athletics Men's Hammer Throw,1912,Summer
518,5,9,Athletics Men's Long Jump,1912,Summer
519,5,9,Athletics Men's Triple Jump,1912,Summer
520,6,15,Swimming Women's 50 metres Freestyle,1988,Summer
521,13,9,"Wrestling Men's Middleweight A, Greco-Roman",1912,Summer
522,5,2,Athletics Women's Discus Throw,1948,Summer
523,5,6,"Athletics Men's 1,500 metres",1952,Summer
524,6,17,Swimming Women's 4 x 100 metres Freestyle Relay,1956,Summer
525,6,17,Swimming Women's 100 metres Backstroke,1956,Summer
526,5,12,"Athletics Women's 1,500 metres",2004,Summer
527,5,12,"Athletics Women's 5,000 metres",2004,Summer
528,5,10,"Athletics Women's 5,000 metres",2008,Summer
529,5,10,"Athletics Women's 10,000 metres",2008,Summer
530,19,7,"Shooting Women's Air Pistol, 10 metres",2000,Summer
531,19,7,"Shooting Women's Sporting Pistol, 25 metres",2000,Summer
532,6,11,Swimming Men's 100 metres Freestyle,2016,Summer
533,20,11,Boxing Men's Flyweight,2016,Summer
534,24,1,"Canoeing Men's Kayak Doubles, 500 metres",1992,Summer
535,24,8,"Canoeing Men's Kayak Singles, 500 metres",1996,Summer
536,24,10,"Canoeing Men's Kayak Singles, 500 metres",2008,Summer
537,24,10,"Canoeing Men's Kayak Singles, 1,000 metres",2008,Summer
538,7,10,Badminton Men's Singles,2008,Summer
539,7,2,Badminton Men's Singles,2012,Summer
540,7,11,Badminton Men's Singles,2016,Summer
541,19,5,"Shooting Men's Running Target, 50 metres",1984,Summer
542,23,15,Diving Women's Platform,1988,Summer
543,3,15,Football Men's Football,1988,Summer
544,5,14,Athletics Men's 800 metres,1972,Summer
545,5,14,"Athletics Men's 1,500 metres",1972,Summer
546,2,10,Judo Women's Half-Heavyweight,2008,Summer
547,5,10,Athletics Men's 4 x 400 metres Relay,2008,Summer
548,5,2,Athletics Women's Pole Vault,2012,Summer
549,35,11,Rugby Sevens Women's Rugby Sevens,2016,Summer
550,13,20,"Wrestling Men's Middleweight, Freestyle",1976,Summer
551,13,21,"Wrestling Men's Middleweight, Freestyle",1980,Summer
552,3,2,Football Women's Football,2012,Summer
553,3,11,Football Women's Football,2016,Summer
554,5,2,Athletics Women's 4 x 100 metres Relay,2012,Summer
555,32,11,Table Tennis Men's Team,2016,Summer
556,20,21,Boxing Men's Bantamweight,1980,Summer
557,20,5,Boxing Men's Bantamweight,1984,Summer
558,20,12,Boxing Men's Light-Flyweight,2004,Summer
559,14,11,Water Polo Women's Water Polo,2016,Summer
560,14,19,Water Polo Men's Water Polo,1928,Summer
561,14,16,Water Polo Men's Water Polo,1936,Summer
562,5,5,Athletics Men's 4 x 400 metres Relay,1932,Summer
563,9,2,Gymnastics Men's Team All-Around,2012,Summer
564,9,2,Gymnastics Men's Floor Exercise,2012,Summer
565,9,2,Gymnastics Men's Horse Vault,2012,Summer
566,9,2,Gymnastics Men's Parallel Bars,2012,Summer
567,9,2,Gymnastics Men's Horizontal Bar,2012,Summer
568,9,2,Gymnastics Men's Rings,2012,Summer
569,9,11,Gymnastics Men's Team All-Around,2016,Summer
570,9,11,Gymnastics Men's Horse Vault,2016,Summer
571,16,20,Rowing Women's Coxed Eights,1976,Summer
572,3,8,Football Men's Football,1996,Summer
573,5,2,Athletics Women's 4 x 400 metres Relay,2012,Summer
574,6,14,Swimming Men's 400 metres Freestyle,1972,Summer
575,6,14,Swimming Men's 4 x 100 metres Freestyle Relay,1972,Summer
576,6,14,Swimming Men's 4 x 200 metres Freestyle Relay,1972,Summer
577,6,14,Swimming Men's 4 x 100 metres Medley Relay,1972,Summer
578,5,15,Athletics Men's 4 x 100 metres Relay,1988,Summer
579,6,11,Swimming Men's 50 metres Freestyle,2016,Summer
580,6,11,Swimming Men's 4 x 100 metres Freestyle Relay,2016,Summer
581,5,5,Athletics Men's 400 metres Hurdles,1984,Summer
582,5,5,Athletics Men's 4 x 400 metres Relay,1984,Summer
583,22,13,"Cycling Men's Road Race, Individual",1968,Summer
584,22,13,Cycling Men's Sprint,1968,Summer
585,22,13,"Cycling Men's 1,000 metres Time Trial",1968,Summer
586,22,13,"Cycling Men's Individual Pursuit, 4,000 metres",1968,Summer
587,22,14,"Cycling Men's Individual Pursuit, 4,000 metres",1972,Summer
588,13,14,"Wrestling Men's Welterweight, Freestyle",1972,Summer
589,11,7,Handball Men's Handball,2000,Summer
590,13,7,"Wrestling Men's Bantamweight, Greco-Roman",2000,Summer
591,3,2,Football Men's Football,1948,Summer
592,5,7,Athletics Men's 400 metres Hurdles,2000,Summer
593,1,2,Basketball Men's Basketball,1948,Summer
594,17,2,"Fencing Men's Sabre, Individual",1948,Summer
595,17,2,"Fencing Men's Sabre, Team",1948,Summer
596,20,15,Boxing Men's Light-Flyweight,1988,Summer
597,5,12,Athletics Men's Triple Jump,2004,Summer
598,5,10,Athletics Men's Triple Jump,2008,Summer
599,20,1,Boxing Men's Bantamweight,1992,Summer
600,5,15,Athletics Men's Triple Jump,1988,Summer
601,20,5,Boxing Men's Welterweight,1984,Summer
602,13,5,"Wrestling Men's Bantamweight, Freestyle",1984,Summer
603,5,2,"Athletics Men's 5,000 metres",2012,Summer
604,17,2,"Fencing Men's Foil, Individual",2012,Summer
605,17,2,"Fencing Men's Foil, Team",2012,Summer
606,17,11,"Fencing Men's Foil, Individual",2016,Summer
607,17,11,"Fencing Men's Foil, Team",2016,Summer
608,23,13,Diving Men's Platform,1968,Summer
609,2,12,Judo Men's Half-Middleweight,2004,Summer
610,15,17,Hockey Men's Hockey,1956,Summer
611,5,14,Athletics Men's 110 metres Hurdles,1972,Summer
612,11,8,Handball Women's Handball,1996,Summer
613,5,9,Athletics Men's Decathlon,1912,Summer
614,9,16,Gymnastics Men's Individual All-Around,1936,Summer
615,9,16,Gymnastics Men's Team All-Around,1936,Summer
616,9,16,Gymnastics Men's Floor Exercise,1936,Summer
617,9,16,Gymnastics Men's Horse Vault,1936,Summer
618,9,16,Gymnastics Men's Parallel Bars,1936,Summer
619,9,16,Gymnastics Men's Horizontal Bar,1936,Summer
620,9,16,Gymnastics Men's Rings,1936,Summer
621,9,16,Gymnastics Men's Pommelled Horse,1936,Summer
622,24,15,"Canoeing Men's Kayak Doubles, 500 metres",1988,Summer
623,24,15,"Canoeing Men's Kayak Fours, 1,000 metres",1988,Summer
624,24,1,"Canoeing Men's Kayak Fours, 1,000 metres",1992,Summer
625,9,12,Gymnastics Men's Team All-Around,1906,Summer
626,6,20,Swimming Men's 100 metres Backstroke,1976,Summer
627,6,20,Swimming Men's 4 x 100 metres Medley Relay,1976,Summer
628,6,21,Swimming Men's 100 metres Backstroke,1980,Summer
629,6,21,Swimming Men's 4 x 100 metres Medley Relay,1980,Summer
630,16,11,Rowing Women's Lightweight Double Sculls,2016,Summer
631,5,5,Athletics Women's 800 metres,1984,Summer
632,5,5,Athletics Women's 4 x 400 metres Relay,1984,Summer
633,5,15,Athletics Women's 800 metres,1988,Summer
634,5,15,Athletics Women's 4 x 400 metres Relay,1988,Summer
635,5,1,Athletics Women's 800 metres,1992,Summer
636,5,8,Athletics Women's 4 x 400 metres Relay,1996,Summer
637,16,21,Rowing Women's Coxed Quadruple Sculls,1980,Summer
638,13,7,"Wrestling Men's Middleweight, Greco-Roman",2000,Summer
639,13,10,"Wrestling Men's Light-Heavyweight, Greco-Roman",2008,Summer
640,5,5,Athletics Men's 200 metres,1984,Summer
641,5,20,Athletics Men's 100 metres,1976,Summer
642,5,3,Athletics Men's 100 metres,1920,Summer
643,5,3,Athletics Men's 200 metres,1920,Summer
644,5,4,Athletics Men's 100 metres,1924,Summer
645,5,4,Athletics Men's 200 metres,1924,Summer
646,5,4,Athletics Men's 4 x 100 metres Relay,1924,Summer
647,5,12,Athletics Men's 100 metres,1906,Summer
648,5,12,Athletics Men's Long Jump,1906,Summer
649,9,9,"Gymnastics Men's Team All-Around, Free System",1912,Summer
650,12,5,Weightlifting Men's Lightweight,1984,Summer
651,11,14,Handball Men's Handball,1972,Summer
652,17,18,"Fencing Men's Foil, Individual",1960,Summer
653,17,18,"Fencing Men's epee, Individual",1960,Summer
654,17,18,"Fencing Men's epee, Team",1960,Summer
655,17,22,"Fencing Men's epee, Individual",1964,Summer
656,17,22,"Fencing Men's epee, Team",1964,Summer
657,5,11,Athletics Women's Shot Put,2016,Summer
658,34,8,Rhythmic Gymnastics Women's Individual,1996,Summer
659,24,8,"Canoeing Men's Kayak Singles, Slalom",1996,Summer
660,20,18,Boxing Men's Heavyweight,1960,Summer
661,29,10,Archery Men's Individual,2008,Summer
662,29,10,Archery Men's Team,2008,Summer
663,30,12,Volleyball Men's Volleyball,2004,Summer
664,6,15,Swimming Women's 4 x 100 metres Freestyle Relay,1988,Summer
665,30,22,Volleyball Women's Volleyball,1964,Summer
666,5,11,Athletics Women's 400 metres,2016,Summer
667,22,15,Cycling Men's Sprint,1988,Summer
668,5,11,Athletics Men's Shot Put,2016,Summer
669,5,15,Athletics Men's 4 x 400 metres Relay,1988,Summer
670,5,8,Athletics Men's 800 metres,1996,Summer
671,5,10,Athletics Men's 200 metres,2008,Summer
672,5,2,Athletics Men's 200 metres,2012,Summer
673,36,11,Trampolining Men's Individual,2016,Summer
674,13,20,"Wrestling Men's Flyweight, Freestyle",1976,Summer
675,9,13,Gymnastics Men's Individual All-Around,1968,Summer
676,9,13,Gymnastics Men's Floor Exercise,1968,Summer
677,9,13,Gymnastics Men's Horse Vault,1968,Summer
678,9,13,Gymnastics Men's Parallel Bars,1968,Summer
679,9,13,Gymnastics Men's Horizontal Bar,1968,Summer
680,9,13,Gymnastics Men's Rings,1968,Summer
681,9,13,Gymnastics Men's Pommelled Horse,1968,Summer
682,6,20,Swimming Men's 200 metres Breaststroke,1976,Summer
683,6,20,Swimming Men's 200 metres Butterfly,1976,Summer
684,6,20,Swimming Men's 400 metres Individual Medley,1976,Summer
685,37,10,Beach Volleyball Men's Beach Volleyball,2008,Summer
686,1,21,Basketball Men's Basketball,1980,Summer
687,6,20,Swimming Men's 400 metres Freestyle,1976,Summer
688,6,20,Swimming Men's 4 x 200 metres Freestyle Relay,1976,Summer
689,6,21,Swimming Men's 100 metres Freestyle,1980,Summer
690,6,21,Swimming Men's 200 metres Freestyle,1980,Summer
691,5,2,Athletics Women's Marathon,2012,Summer
692,5,11,Athletics Women's Marathon,2016,Summer
693,22,2,"Cycling Women's Mountainbike, Cross-Country",2012,Summer
694,1,11,Basketball Men's Basketball,2016,Summer
695,5,9,Athletics Men's Javelin Throw,1912,Summer
696,5,9,"Athletics Men's Javelin Throw, Both Hands",1912,Summer
697,38,11,Triathlon Women's Olympic Distance,2016,Summer
698,1,7,Basketball Women's Basketball,2000,Summer
699,9,6,Gymnastics Women's Individual All-Around,1952,Summer
700,9,6,Gymnastics Women's Team All-Around,1952,Summer
701,9,6,Gymnastics Women's Team Portable Apparatus,1952,Summer
702,9,6,Gymnastics Women's Floor Exercise,1952,Summer
703,9,6,Gymnastics Women's Horse Vault,1952,Summer
704,9,6,Gymnastics Women's Uneven Bars,1952,Summer
705,9,6,Gymnastics Women's Balance Beam,1952,Summer
706,13,21,"Wrestling Men's Lightweight, Freestyle",1980,Summer
707,22,12,"Cycling Men's Mountainbike, Cross-Country",2004,Summer
708,22,10,"Cycling Men's Mountainbike, Cross-Country",2008,Summer
709,22,2,"Cycling Men's Mountainbike, Cross-Country",2012,Summer
710,22,11,"Cycling Men's Mountainbike, Cross-Country",2016,Summer
711,5,15,"Athletics Men's 3,000 metres Steeplechase",1988,Summer
712,5,15,Athletics Women's 400 metres Hurdles,1988,Summer
713,17,5,"Fencing Men's epee, Individual",1984,Summer
714,17,5,"Fencing Men's epee, Team",1984,Summer
715,5,8,"Athletics Men's 10,000 metres",1996,Summer
716,2,2,Judo Men's Lightweight,2012,Summer
717,5,16,"Athletics Men's 5,000 metres",1936,Summer
718,6,7,Swimming Men's 200 metres Individual Medley,2000,Summer
719,6,12,Swimming Men's 100 metres Backstroke,2004,Summer
720,20,8,Boxing Men's Bantamweight,1996,Summer
721,5,12,Athletics Men's 400 metres,2004,Summer
722,5,10,Athletics Men's 400 metres,2008,Summer
723,5,12,Athletics Women's 800 metres,2004,Summer
724,20,7,Boxing Men's Middleweight,2000,Summer
725,12,15,Weightlifting Men's Featherweight,1988,Summer
726,5,10,Athletics Women's 400 metres,2008,Summer
727,5,10,Athletics Women's 4 x 400 metres Relay,2008,Summer
728,5,13,Athletics Men's High Jump,1968,Summer
729,5,22,Athletics Men's High Jump,1964,Summer
730,12,12,Weightlifting Men's Light-Heavyweight,2004,Summer
731,21,11,Taekwondo Men's Featherweight,2016,Summer
732,5,12,Athletics Women's 100 metres,2004,Summer
733,9,18,Gymnastics Women's Team All-Around,1960,Summer
734,9,22,Gymnastics Women's Individual All-Around,1964,Summer
735,9,22,Gymnastics Women's Team All-Around,1964,Summer
736,9,22,Gymnastics Women's Floor Exercise,1964,Summer
737,9,22,Gymnastics Women's Horse Vault,1964,Summer
738,9,22,Gymnastics Women's Uneven Bars,1964,Summer
739,9,22,Gymnastics Women's Balance Beam,1964,Summer
740,5,11,Athletics Men's 100 metres,2016,Summer
741,21,2,Taekwondo Men's Featherweight,2012,Summer
742,5,11,Athletics Women's 100 metres,2016,Summer
743,23,5,Diving Men's Springboard,1984,Summer
744,23,5,Diving Men's Platform,1984,Summer
745,5,12,Athletics Men's Marathon,2004,Summer
746,2,12,Judo Men's Extra-Lightweight,2004,Summer
747,17,20,"Fencing Men's epee, Individual",1976,Summer
748,17,20,"Fencing Men's epee, Team",1976,Summer
749,17,21,"Fencing Men's epee, Individual",1980,Summer
750,17,21,"Fencing Men's epee, Team",1980,Summer
751,13,21,"Wrestling Men's Featherweight, Freestyle",1980,Summer
752,20,10,Boxing Men's Bantamweight,2008,Summer
753,20,2,Boxing Men's Bantamweight,2012,Summer
754,6,12,Swimming Men's 400 metres Freestyle,2004,Summer
755,17,15,"Fencing Men's epee, Individual",1988,Summer
756,38,10,Triathlon Women's Olympic Distance,2008,Summer
757,38,2,Triathlon Women's Olympic Distance,2012,Summer
758,13,13,"Wrestling Men's Welterweight, Greco-Roman",1968,Summer
759,5,2,Athletics Men's 400 metres,1948,Summer
760,5,2,Athletics Men's 4 x 400 metres Relay,1948,Summer
761,5,6,Athletics Men's 400 metres,1952,Summer
762,5,6,Athletics Men's 400 metres Hurdles,1952,Summer
763,24,14,"Canoeing Men's Canadian Doubles, 1,000 metres",1972,Summer
764,5,14,Athletics Men's Hammer Throw,1972,Summer
765,5,20,Athletics Men's Hammer Throw,1976,Summer
766,16,8,Rowing Women's Lightweight Double Sculls,1996,Summer
767,16,2,Rowing Men's Coxed Eights,1948,Summer
768,9,2,Gymnastics Men's Team All-Around,1908,Summer
769,5,2,Athletics Men's 4 x 400 metres Relay,2012,Summer
770,34,1,Rhythmic Gymnastics Women's Individual,1992,Summer
771,5,18,"Athletics Men's 5,000 metres",1960,Summer
772,17,19,"Fencing Men's Sabre, Team",1928,Summer
773,5,15,Athletics Women's 100 metres,1988,Summer
774,5,15,Athletics Women's 200 metres,1988,Summer
775,3,13,Football Men's Football,1968,Summer
776,20,1,Boxing Men's Welterweight,1992,Summer
777,12,1,Weightlifting Men's Lightweight,1992,Summer
778,22,14,Cycling Men's 100 kilometres Team Time Trial,1972,Summer
779,5,13,Athletics Men's 200 metres,1968,Summer
780,5,14,Athletics Men's 400 metres,1972,Summer
781,6,11,Swimming Men's 100 metres Backstroke,2016,Summer
782,6,11,Swimming Men's 4 x 100 metres Medley Relay,2016,Summer
783,13,5,"Wrestling Men's Flyweight, Greco-Roman",1984,Summer
784,13,5,"Wrestling Men's Featherweight, Greco-Roman",1984,Summer
785,17,14,"Fencing Men's Sabre, Team",1972,Summer
786,22,20,"Cycling Men's Road Race, Individual",1976,Summer
787,31,11,Synchronized Swimming Women's Duet,2016,Summer
788,1,18,Basketball Men's Basketball,1960,Summer
789,34,2,Rhythmic Gymnastics Women's Group,2012,Summer
790,32,12,Table Tennis Men's Singles,2004,Summer
791,32,10,Table Tennis Men's Singles,2008,Summer
792,32,11,Table Tennis Men's Singles,2016,Summer
793,1,2,Basketball Men's Basketball,2012,Summer
794,21,7,Taekwondo Men's Featherweight,2000,Summer
795,3,22,Football Men's Football,1964,Summer
796,5,11,Athletics Women's 4 x 100 metres Relay,2016,Summer
797,22,5,Cycling Men's 100 kilometres Team Time Trial,1984,Summer
798,5,5,Athletics Men's Marathon,1984,Summer
799,20,15,Boxing Men's Featherweight,1988,Summer
800,20,15,Boxing Men's Bantamweight,1988,Summer
801,20,8,Boxing Men's Featherweight,1996,Summer
802,5,7,Athletics Men's Triple Jump,2000,Summer
803,17,4,"Fencing Men's epee, Individual",1900,Summer
804,10,4,Art Competitions Mixed Painting,1924,Summer
805,19,5,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1984,Summer
806,5,2,"Athletics Women's 1,500 metres",2012,Summer
807,5,8,"Athletics Men's 1,500 metres",1996,Summer
808,5,7,"Athletics Men's 1,500 metres",2000,Summer
809,1,2,Basketball Women's Basketball,2012,Summer
810,1,11,Basketball Women's Basketball,2016,Summer
811,5,5,Athletics Men's Shot Put,1984,Summer
812,5,15,Athletics Men's Shot Put,1988,Summer
813,13,2,"Wrestling Men's Light-Heavyweight, Greco-Roman",2012,Summer
814,2,21,Judo Men's Open Class,1980,Summer
815,17,17,"Fencing Men's epee, Individual",1956,Summer
816,17,17,"Fencing Men's epee, Team",1956,Summer
817,16,2,Rowing Women's Coxed Eights,2012,Summer
818,16,11,Rowing Women's Quadruple Sculls,2016,Summer
819,5,15,Athletics Women's 400 metres,1988,Summer
820,5,17,Athletics Men's Javelin Throw,1956,Summer
821,20,22,Boxing Men's Lightweight,1964,Summer
822,5,15,Athletics Women's 4 x 100 metres Relay,1988,Summer
823,25,15,Tennis Men's Doubles,1988,Summer
824,17,4,"Fencing Men's Sabre, Individual",1924,Summer
825,9,3,"Gymnastics Men's Team All-Around, Swedish System",1920,Summer
